work_id,completion_date,completion_marked_date,final_expenditure_inr,utilization_certificate_status,utilization_certificate_date,asset_id,asset_type,user_agency,asset_register_entry,handover_date,public_use_date,audit_status,audit_date,audit_observation_category,compliance_status,maintenance_agency,completion_photo_reference,source_type,synthetic_marker
W-001028,2026-08-31,2026-09-09,1325000,Submitted,2026-10-12,ASSET-W-001028,Solid Waste Shed,Demo Village 2 Demo User Agency,Yes,2026-09-09,2026-09-06,Not Due,,None recorded,Compliant,Demo Village 2 Demo Local Body,demo://photos/W-001028/completion,SYNTHETIC_PROTOTYPE,True
W-001030,2026-08-31,2026-09-05,1046000,Submitted,2026-09-05,ASSET-W-001030,Health Sub-Centre,Demo Village 34 Demo User Agency,Yes,2026-09-09,2026-09-19,Completed,2027-01-15,None recorded,Compliant,Demo Village 34 Demo Local Body,demo://photos/W-001030/completion,SYNTHETIC_PROTOTYPE,True
W-001033,2026-08-31,2026-09-05,2833000,Submitted,2026-09-15,ASSET-W-001033,Pipeline Extension,Demo Village 19 Demo User Agency,Yes,2026-09-01,2026-09-26,Completed,2026-12-28,None recorded,Compliant,Demo Village 19 Demo Local Body,demo://photos/W-001033/completion,SYNTHETIC_PROTOTYPE,True
W-001034,2026-08-31,2026-09-01,2622000,Submitted,2026-10-03,ASSET-W-001034,Borewell,Demo Village 4 Demo User Agency,Yes,2026-09-03,2026-09-25,Not Due,,None recorded,Compliant,Demo Village 4 Demo Local Body,demo://photos/W-001034/completion,SYNTHETIC_PROTOTYPE,True
W-001035,2026-08-31,2026-09-02,2844000,Submitted,2026-10-08,ASSET-W-001035,Pipeline Extension,Demo Village 6 Demo User Agency,Yes,2026-09-10,2026-09-01,Not Due,,None recorded,Compliant,Demo Village 6 Demo Local Body,demo://photos/W-001035/completion,SYNTHETIC_PROTOTYPE,True
W-001036,2026-08-31,2026-09-03,597000,Submitted,2026-09-16,ASSET-W-001036,Playground Development,Demo Village 30 Demo User Agency,Yes,2026-09-10,2026-09-13,Completed,2026-10-20,None recorded,Compliant,Demo Village 30 Demo Local Body,demo://photos/W-001036/completion,SYNTHETIC_PROTOTYPE,True
W-001038,2026-08-31,2026-09-08,3530000,Submitted,2026-10-14,ASSET-W-001038,CC Road,Demo Village 1 Demo User Agency,Yes,2026-09-06,2026-09-26,Completed,2027-02-25,None recorded,Compliant,Demo Village 1 Demo Local Body,demo://photos/W-001038/completion,SYNTHETIC_PROTOTYPE,True
W-001039,2026-08-31,2026-09-06,1197000,Submitted,2026-09-08,ASSET-W-001039,Rural Road,Demo Village 25 Demo User Agency,Yes,2026-09-08,2026-09-01,Pending,,None recorded,Compliant,Demo Village 25 Demo Local Body,demo://photos/W-001039/completion,SYNTHETIC_PROTOTYPE,True
W-001041,2026-08-31,2026-09-03,2100000,Submitted,2026-09-17,ASSET-W-001041,Solar Public Facility,Demo Village 34 Demo User Agency,Yes,2026-09-12,2026-09-11,Pending,,None recorded,Compliant,Demo Village 34 Demo Local Body,demo://photos/W-001041/completion,SYNTHETIC_PROTOTYPE,True
W-001042,2026-08-31,2026-09-09,1106000,Submitted,2026-10-12,ASSET-W-001042,Digital Classroom,Demo Village 16 Demo User Agency,Yes,2026-09-15,2026-09-06,Completed,2027-01-23,None recorded,Compliant,Demo Village 16 Demo Local Body,demo://photos/W-001042/completion,SYNTHETIC_PROTOTYPE,True
W-001043,2026-08-31,2026-08-31,2153000,Submitted,2026-09-21,ASSET-W-001043,Solar Community Lighting,Demo Village 12 Demo User Agency,Yes,2026-09-01,2026-09-14,Completed,2026-10-12,None recorded,Compliant,Demo Village 12 Demo Local Body,demo://photos/W-001043/completion,SYNTHETIC_PROTOTYPE,True
W-001044,2026-08-31,2026-08-31,2307000,Submitted,2026-09-18,ASSET-W-001044,Indoor Sports Hall,Demo Village 17 Demo User Agency,Yes,2026-09-01,2026-09-24,Completed,2026-10-01,None recorded,Compliant,Demo Village 17 Demo Local Body,demo://photos/W-001044/completion,SYNTHETIC_PROTOTYPE,True
W-001047,2026-08-31,2026-09-09,2434000,Submitted,2026-09-23,ASSET-W-001047,Small Bridge,Demo Village 7 Demo User Agency,Yes,2026-09-17,2026-09-04,Not Due,,None recorded,Compliant,Demo Village 7 Demo Local Body,demo://photos/W-001047/completion,SYNTHETIC_PROTOTYPE,True
W-001048,2026-08-31,2026-09-08,2330000,Submitted,2026-10-15,ASSET-W-001048,Sports Equipment Facility,Demo Village 9 Demo User Agency,Yes,2026-09-20,2026-09-21,Not Due,,None recorded,Compliant,Demo Village 9 Demo Local Body,demo://photos/W-001048/completion,SYNTHETIC_PROTOTYPE,True
W-001049,2026-08-31,2026-09-05,1624000,Submitted,2026-09-17,ASSET-W-001049,PHC Equipment Room,Demo Village 19 Demo User Agency,Yes,2026-09-17,2026-09-12,Pending,,None recorded,Compliant,Demo Village 19 Demo Local Body,demo://photos/W-001049/completion,SYNTHETIC_PROTOTYPE,True
W-001050,2026-08-31,2026-09-08,3193000,Submitted,2026-09-07,ASSET-W-001050,PHC Equipment Room,Demo Village 21 Demo User Agency,Yes,2026-09-17,2026-09-19,Completed,2026-12-08,None recorded,Compliant,Demo Village 21 Demo Local Body,demo://photos/W-001050/completion,SYNTHETIC_PROTOTYPE,True
W-001051,2026-08-31,2026-09-04,2901000,Submitted,2026-09-29,ASSET-W-001051,Playground Development,Demo Village 27 Demo User Agency,Yes,2026-09-15,2026-09-14,Pending,,None recorded,Compliant,Demo Village 27 Demo Local Body,demo://photos/W-001051/completion,SYNTHETIC_PROTOTYPE,True
W-001054,2026-08-31,2026-09-01,1670000,Submitted,2026-09-12,ASSET-W-001054,Water Tank,Demo Village 15 Demo User Agency,Yes,2026-09-05,2026-09-13,Not Due,,None recorded,Compliant,Demo Village 15 Demo Local Body,demo://photos/W-001054/completion,SYNTHETIC_PROTOTYPE,True
W-001055,2026-08-31,2026-09-01,3270000,Submitted,2026-10-06,ASSET-W-001055,Anganwadi Building,Demo Village 14 Demo User Agency,Yes,2026-09-03,2026-09-12,Not Due,,None recorded,Compliant,Demo Village 14 Demo Local Body,demo://photos/W-001055/completion,SYNTHETIC_PROTOTYPE,True
W-001057,2026-08-31,2026-09-04,1886000,Submitted,2026-09-08,ASSET-W-001057,Digital Classroom,Demo Village 8 Demo User Agency,Yes,2026-09-05,2026-09-22,Pending,,None recorded,Compliant,Demo Village 8 Demo Local Body,demo://photos/W-001057/completion,SYNTHETIC_PROTOTYPE,True
W-001060,2026-08-31,2026-09-09,3449000,Submitted,2026-10-13,ASSET-W-001060,PHC Equipment Room,Demo Village 5 Demo User Agency,Yes,2026-09-02,2026-09-21,Not Due,,None recorded,Compliant,Demo Village 5 Demo Local Body,demo://photos/W-001060/completion,SYNTHETIC_PROTOTYPE,True
W-001063,2026-08-31,2026-09-09,2345000,Submitted,2026-09-24,ASSET-W-001063,Sports Equipment Facility,Demo Village 1 Demo User Agency,Yes,2026-09-07,2026-09-29,Not Due,,None recorded,Compliant,Demo Village 1 Demo Local Body,demo://photos/W-001063/completion,SYNTHETIC_PROTOTYPE,True
W-001064,2026-08-31,2026-09-02,2690000,Submitted,2026-10-01,ASSET-W-001064,Solid Waste Shed,Demo Village 23 Demo User Agency,Yes,2026-09-02,2026-09-25,Pending,,None recorded,Compliant,Demo Village 23 Demo Local Body,demo://photos/W-001064/completion,SYNTHETIC_PROTOTYPE,True
W-001068,2026-08-31,2026-09-06,718000,Submitted,2026-10-15,ASSET-W-001068,Solid Waste Shed,Demo Village 6 Demo User Agency,Yes,2026-09-07,2026-09-14,Completed,2027-01-19,None recorded,Compliant,Demo Village 6 Demo Local Body,demo://photos/W-001068/completion,SYNTHETIC_PROTOTYPE,True
W-001069,2026-08-31,2026-09-07,2800000,Submitted,2026-10-05,ASSET-W-001069,RO Water Plant,Demo Village 27 Demo User Agency,Yes,2026-09-01,2026-09-22,Not Due,,None recorded,Compliant,Demo Village 27 Demo Local Body,demo://photos/W-001069/completion,SYNTHETIC_PROTOTYPE,True
W-001070,2026-08-31,2026-09-10,2110000,Submitted,2026-10-09,ASSET-W-001070,Solar Street Lights,Demo Village 25 Demo User Agency,Yes,2026-09-09,2026-09-12,Pending,,None recorded,Compliant,Demo Village 25 Demo Local Body,demo://photos/W-001070/completion,SYNTHETIC_PROTOTYPE,True
W-001072,2026-08-31,2026-09-02,579000,Submitted,2026-09-29,ASSET-W-001072,Indoor Sports Hall,Demo Village 23 Demo User Agency,Yes,2026-09-15,2026-09-26,Pending,,None recorded,Compliant,Demo Village 23 Demo Local Body,demo://photos/W-001072/completion,SYNTHETIC_PROTOTYPE,True
W-001073,2026-08-31,2026-09-01,3451000,Submitted,2026-09-19,ASSET-W-001073,Health Sub-Centre,Demo Village 4 Demo User Agency,Yes,2026-09-14,2026-09-20,Not Due,,None recorded,Compliant,Demo Village 4 Demo Local Body,demo://photos/W-001073/completion,SYNTHETIC_PROTOTYPE,True
W-001074,2026-08-31,2026-09-03,1183000,Submitted,2026-09-06,ASSET-W-001074,Community Sanitation,Demo Village 17 Demo User Agency,Yes,2026-09-17,2026-09-20,Pending,,None recorded,Compliant,Demo Village 17 Demo Local Body,demo://photos/W-001074/completion,SYNTHETIC_PROTOTYPE,True
W-001076,2026-08-31,2026-09-02,1164000,Submitted,2026-10-06,ASSET-W-001076,School Classroom,Demo Village 31 Demo User Agency,Yes,2026-09-06,2026-09-20,Not Due,,None recorded,Compliant,Demo Village 31 Demo Local Body,demo://photos/W-001076/completion,SYNTHETIC_PROTOTYPE,True
W-001077,2026-08-31,2026-09-04,2277000,Submitted,2026-09-17,ASSET-W-001077,Solar Water System,Demo Village 11 Demo User Agency,Yes,2026-09-10,2026-09-12,Completed,2027-01-02,None recorded,Compliant,Demo Village 11 Demo Local Body,demo://photos/W-001077/completion,SYNTHETIC_PROTOTYPE,True
W-001078,2026-08-31,2026-09-05,940000,Submitted,2026-09-25,ASSET-W-001078,Health Sub-Centre,Demo Village 35 Demo User Agency,Yes,2026-09-16,2026-09-21,Not Due,,None recorded,Compliant,Demo Village 35 Demo Local Body,demo://photos/W-001078/completion,SYNTHETIC_PROTOTYPE,True
W-001079,2026-08-31,2026-09-08,2868000,Submitted,2026-09-27,ASSET-W-001079,CC Road,Demo Village 13 Demo User Agency,Yes,2026-09-03,2026-09-07,Pending,,None recorded,Compliant,Demo Village 13 Demo Local Body,demo://photos/W-001079/completion,SYNTHETIC_PROTOTYPE,True
W-001080,2026-08-31,2026-09-08,3086000,Submitted,2026-09-09,ASSET-W-001080,Digital Classroom,Demo Village 3 Demo User Agency,Yes,2026-09-01,2026-09-28,Not Due,,None recorded,Compliant,Demo Village 3 Demo Local Body,demo://photos/W-001080/completion,SYNTHETIC_PROTOTYPE,True
W-001082,2026-08-31,2026-09-10,2349000,Submitted,2026-09-30,ASSET-W-001082,Solar Community Lighting,Demo Village 31 Demo User Agency,Yes,2026-09-11,2026-09-11,Pending,,None recorded,Compliant,Demo Village 31 Demo Local Body,demo://photos/W-001082/completion,SYNTHETIC_PROTOTYPE,True
W-001083,2026-08-31,2026-09-03,939000,Submitted,2026-10-10,ASSET-W-001083,Ambulance Shelter,Demo Village 19 Demo User Agency,Yes,2026-09-01,2026-09-30,Not Due,,None recorded,Compliant,Demo Village 19 Demo Local Body,demo://photos/W-001083/completion,SYNTHETIC_PROTOTYPE,True
W-001086,2026-08-31,2026-09-09,996000,Submitted,2026-10-15,ASSET-W-001086,RO Water Plant,Demo Village 7 Demo User Agency,Yes,2026-09-20,2026-09-20,Pending,,None recorded,Compliant,Demo Village 7 Demo Local Body,demo://photos/W-001086/completion,SYNTHETIC_PROTOTYPE,True
W-001087,2026-08-31,2026-08-31,835000,Submitted,2026-09-09,ASSET-W-001087,Playground Development,Demo Village 35 Demo User Agency,Yes,2026-09-06,2026-09-29,Not Due,,None recorded,Compliant,Demo Village 35 Demo Local Body,demo://photos/W-001087/completion,SYNTHETIC_PROTOTYPE,True
W-001089,2026-08-31,2026-09-08,1916000,Submitted,2026-09-24,ASSET-W-001089,Public Toilet,Demo Village 21 Demo User Agency,Yes,2026-09-04,2026-09-07,Pending,,None recorded,Compliant,Demo Village 21 Demo Local Body,demo://photos/W-001089/completion,SYNTHETIC_PROTOTYPE,True
W-001090,2026-08-31,2026-09-07,1773000,Submitted,2026-09-15,ASSET-W-001090,Anganwadi Building,Demo Village 30 Demo User Agency,Yes,2026-09-07,2026-09-03,Not Due,,None recorded,Compliant,Demo Village 30 Demo Local Body,demo://photos/W-001090/completion,SYNTHETIC_PROTOTYPE,True
W-001092,2026-08-31,2026-09-05,788000,Submitted,2026-09-24,ASSET-W-001092,Public Health Facility,Demo Village 8 Demo User Agency,Yes,2026-09-20,2026-09-11,Not Due,,None recorded,Compliant,Demo Village 8 Demo Local Body,demo://photos/W-001092/completion,SYNTHETIC_PROTOTYPE,True
W-001094,2026-08-31,2026-09-03,4279000,Submitted,2026-09-14,ASSET-W-001094,Small Bridge,Demo Village 22 Demo User Agency,Yes,2026-09-03,2026-09-09,Pending,,None recorded,Compliant,Demo Village 22 Demo Local Body,demo://photos/W-001094/completion,SYNTHETIC_PROTOTYPE,True
W-001095,2026-08-31,2026-09-09,1781000,Submitted,2026-10-04,ASSET-W-001095,Open Gym,Demo Village 18 Demo User Agency,Yes,2026-09-05,2026-09-10,Pending,,None recorded,Compliant,Demo Village 18 Demo Local Body,demo://photos/W-001095/completion,SYNTHETIC_PROTOTYPE,True
W-001096,2026-08-31,2026-09-05,3201000,Submitted,2026-10-09,ASSET-W-001096,Anganwadi Building,Demo Village 27 Demo User Agency,Yes,2026-09-12,2026-09-18,Not Due,,None recorded,Compliant,Demo Village 27 Demo Local Body,demo://photos/W-001096/completion,SYNTHETIC_PROTOTYPE,True
W-001097,2026-08-31,2026-09-10,1715000,Submitted,2026-10-07,ASSET-W-001097,School Classroom,Demo Village 16 Demo User Agency,Yes,2026-09-03,2026-09-28,Completed,2026-10-09,None recorded,Compliant,Demo Village 16 Demo Local Body,demo://photos/W-001097/completion,SYNTHETIC_PROTOTYPE,True
W-001098,2026-08-31,2026-09-02,1933000,Submitted,2026-09-20,ASSET-W-001098,Public Toilet,Demo Village 10 Demo User Agency,Yes,2026-09-05,2026-09-03,Pending,,None recorded,Compliant,Demo Village 10 Demo Local Body,demo://photos/W-001098/completion,SYNTHETIC_PROTOTYPE,True
W-001100,2026-08-31,2026-09-03,1112000,Submitted,2026-09-24,ASSET-W-001100,Public Toilet,Demo Village 14 Demo User Agency,Yes,2026-09-20,2026-09-13,Pending,,None recorded,Compliant,Demo Village 14 Demo Local Body,demo://photos/W-001100/completion,SYNTHETIC_PROTOTYPE,True
W-001102,2026-08-31,2026-09-07,884000,Submitted,2026-09-10,ASSET-W-001102,PHC Equipment Room,Demo Village 23 Demo User Agency,Yes,2026-09-14,2026-09-04,Completed,2027-01-18,None recorded,Compliant,Demo Village 23 Demo Local Body,demo://photos/W-001102/completion,SYNTHETIC_PROTOTYPE,True
W-001104,2026-08-31,2026-09-03,2971000,Submitted,2026-09-13,ASSET-W-001104,School Toilet,Demo Village 4 Demo User Agency,Yes,2026-09-16,2026-09-16,Not Due,,None recorded,Compliant,Demo Village 4 Demo Local Body,demo://photos/W-001104/completion,SYNTHETIC_PROTOTYPE,True
W-001105,2026-08-31,2026-09-03,1790000,Submitted,2026-10-13,ASSET-W-001105,Solar Public Facility,Demo Village 23 Demo User Agency,Yes,2026-09-13,2026-09-18,Completed,2026-11-13,None recorded,Compliant,Demo Village 23 Demo Local Body,demo://photos/W-001105/completion,SYNTHETIC_PROTOTYPE,True
W-001106,2026-08-31,2026-09-10,1110000,Submitted,2026-09-20,ASSET-W-001106,School Toilet,Demo Village 5 Demo User Agency,Yes,2026-09-20,2026-09-17,Not Due,,None recorded,Compliant,Demo Village 5 Demo Local Body,demo://photos/W-001106/completion,SYNTHETIC_PROTOTYPE,True
W-001108,2026-08-31,2026-08-31,2309000,Submitted,2026-10-06,ASSET-W-001108,Rural Road,Demo Village 31 Demo User Agency,Yes,2026-09-06,2026-09-26,Completed,2026-10-15,None recorded,Compliant,Demo Village 31 Demo Local Body,demo://photos/W-001108/completion,SYNTHETIC_PROTOTYPE,True
W-001109,2026-08-31,2026-09-08,3294000,Submitted,2026-09-22,ASSET-W-001109,Approach Road,Demo Village 32 Demo User Agency,Yes,2026-09-04,2026-09-04,Not Due,,None recorded,Compliant,Demo Village 32 Demo Local Body,demo://photos/W-001109/completion,SYNTHETIC_PROTOTYPE,True
W-001110,2026-08-31,2026-09-07,1925000,Submitted,2026-10-02,ASSET-W-001110,Community Sanitation,Demo Village 30 Demo User Agency,Yes,2026-09-07,2026-09-13,Pending,,None recorded,Compliant,Demo Village 30 Demo Local Body,demo://photos/W-001110/completion,SYNTHETIC_PROTOTYPE,True
W-001111,2026-08-31,2026-09-03,828000,Submitted,2026-10-13,ASSET-W-001111,Playground Development,Demo Village 11 Demo User Agency,Yes,2026-09-08,2026-09-24,Pending,,None recorded,Compliant,Demo Village 11 Demo Local Body,demo://photos/W-001111/completion,SYNTHETIC_PROTOTYPE,True
W-001112,2026-08-31,2026-09-03,1570000,Submitted,2026-10-06,ASSET-W-001112,Library Room,Demo Village 30 Demo User Agency,Yes,2026-09-12,2026-09-08,Pending,,None recorded,Compliant,Demo Village 30 Demo Local Body,demo://photos/W-001112/completion,SYNTHETIC_PROTOTYPE,True
W-001115,2026-08-31,2026-09-05,2533000,Submitted,2026-09-15,ASSET-W-001115,CC Road,Demo Village 3 Demo User Agency,Yes,2026-09-12,2026-09-29,Not Due,,None recorded,Compliant,Demo Village 3 Demo Local Body,demo://photos/W-001115/completion,SYNTHETIC_PROTOTYPE,True
W-001116,2026-08-31,2026-09-04,1602000,Submitted,2026-10-13,ASSET-W-001116,Water Tank,Demo Village 6 Demo User Agency,Yes,2026-09-02,2026-09-13,Completed,2026-10-01,None recorded,Compliant,Demo Village 6 Demo Local Body,demo://photos/W-001116/completion,SYNTHETIC_PROTOTYPE,True
W-001119,2026-08-31,2026-09-03,638000,Submitted,2026-09-29,ASSET-W-001119,Solar Water System,Demo Village 21 Demo User Agency,Yes,2026-09-07,2026-09-19,Not Due,,None recorded,Compliant,Demo Village 21 Demo Local Body,demo://photos/W-001119/completion,SYNTHETIC_PROTOTYPE,True
W-001121,2026-08-31,2026-09-08,801000,Submitted,2026-09-27,ASSET-W-001121,Pipeline Extension,Demo Village 3 Demo User Agency,Yes,2026-09-15,2026-09-19,Not Due,,None recorded,Compliant,Demo Village 3 Demo Local Body,demo://photos/W-001121/completion,SYNTHETIC_PROTOTYPE,True
W-001122,2026-08-31,2026-09-05,2319000,Submitted,2026-09-27,ASSET-W-001122,School Toilet,Demo Village 10 Demo User Agency,Yes,2026-09-11,2026-09-02,Completed,2027-01-03,None recorded,Compliant,Demo Village 10 Demo Local Body,demo://photos/W-001122/completion,SYNTHETIC_PROTOTYPE,True
W-001123,2026-08-31,2026-09-06,2204000,Submitted,2026-10-03,ASSET-W-001123,Approach Road,Demo Village 1 Demo User Agency,Yes,2026-09-10,2026-09-14,Completed,2026-11-28,None recorded,Compliant,Demo Village 1 Demo Local Body,demo://photos/W-001123/completion,SYNTHETIC_PROTOTYPE,True
W-001124,2026-08-31,2026-09-09,2172000,Submitted,2026-09-09,ASSET-W-001124,Anganwadi Building,Demo Village 6 Demo User Agency,Yes,2026-09-17,2026-09-25,Not Due,,None recorded,Compliant,Demo Village 6 Demo Local Body,demo://photos/W-001124/completion,SYNTHETIC_PROTOTYPE,True
W-001126,2026-08-31,2026-09-08,1510000,Submitted,2026-10-07,ASSET-W-001126,PHC Equipment Room,Demo Village 16 Demo User Agency,Yes,2026-09-04,2026-09-16,Completed,2027-01-11,None recorded,Compliant,Demo Village 16 Demo Local Body,demo://photos/W-001126/completion,SYNTHETIC_PROTOTYPE,True
W-001127,2026-08-31,2026-09-10,2640000,Submitted,2026-09-25,ASSET-W-001127,Small Bridge,Demo Village 33 Demo User Agency,Yes,2026-09-20,2026-09-19,Pending,,None recorded,Compliant,Demo Village 33 Demo Local Body,demo://photos/W-001127/completion,SYNTHETIC_PROTOTYPE,True
W-001130,2026-08-31,2026-09-08,1756000,Submitted,2026-09-13,ASSET-W-001130,Drainage,Demo Village 7 Demo User Agency,Yes,2026-09-06,2026-09-21,Not Due,,None recorded,Compliant,Demo Village 7 Demo Local Body,demo://photos/W-001130/completion,SYNTHETIC_PROTOTYPE,True
W-001131,2026-08-31,2026-09-08,644000,Submitted,2026-09-14,ASSET-W-001131,Pipeline Extension,Demo Village 30 Demo User Agency,Yes,2026-09-19,2026-09-02,Pending,,None recorded,Compliant,Demo Village 30 Demo Local Body,demo://photos/W-001131/completion,SYNTHETIC_PROTOTYPE,True
W-001132,2026-08-31,2026-09-06,1675000,Submitted,2026-10-09,ASSET-W-001132,Small Bridge,Demo Village 22 Demo User Agency,Yes,2026-09-19,2026-09-30,Completed,2026-10-16,None recorded,Compliant,Demo Village 22 Demo Local Body,demo://photos/W-001132/completion,SYNTHETIC_PROTOTYPE,True
W-001134,2026-08-31,2026-09-10,2163000,Submitted,2026-09-09,ASSET-W-001134,Solar Public Facility,Demo Village 17 Demo User Agency,Yes,2026-09-05,2026-09-11,Not Due,,None recorded,Compliant,Demo Village 17 Demo Local Body,demo://photos/W-001134/completion,SYNTHETIC_PROTOTYPE,True
W-001136,2026-08-31,2026-09-01,1108000,Submitted,2026-10-11,ASSET-W-001136,Pipeline Extension,Demo Village 20 Demo User Agency,Yes,2026-09-20,2026-09-20,Pending,,None recorded,Compliant,Demo Village 20 Demo Local Body,demo://photos/W-001136/completion,SYNTHETIC_PROTOTYPE,True
W-001138,2026-08-31,2026-09-02,621000,Submitted,2026-10-08,ASSET-W-001138,Solar Community Lighting,Demo Village 8 Demo User Agency,Yes,2026-09-18,2026-09-09,Pending,,None recorded,Compliant,Demo Village 8 Demo Local Body,demo://photos/W-001138/completion,SYNTHETIC_PROTOTYPE,True
W-001139,2026-08-31,2026-09-05,3365000,Submitted,2026-09-19,ASSET-W-001139,Digital Classroom,Demo Village 5 Demo User Agency,Yes,2026-09-10,2026-09-24,Completed,2026-10-25,None recorded,Compliant,Demo Village 5 Demo Local Body,demo://photos/W-001139/completion,SYNTHETIC_PROTOTYPE,True
